,id,comment_text,target
543,016c3ec38be1d0a6,welcome  hello soundchu and welcome to wikipedia thank you for your contributions i hope you like the place and decide to stay here are some pages that you might find helpful the five pillars of wikipedia tutorial how to edit a page and how to develop articles how to create your first article using the article wizard if you wish manual of style i hope you enjoy editing here and being a wikipedian please sign your messages on discussion pages using four tildes  this will automatically insert your username and the date if you need help check out wikipediaquestions ask me on my talk page or ask your question on this page and then place help me before the question again welcome   wikhead,0.0
544,016c8a7818637e45,i removed the content after it was tagged as uncited by mattisse if every commonly known fact need a cite because some editoren passent wants to nominate for farc then it appears we have a problem i very much suspect mattisses motives here but frankly i am too tired of her to be bothered to explore them perhaps one of her probabtionary mentors more interested in her than i would care to deal with this,0.0
545,016c95d317969274,is jeff garcia gay or not,0.0
546,016dc3bf1e8703e8,that wouldnt be sufficient you need explicit permission to use text copyrighted by someone else under a licence suitable for wikipedia  please read the guide to requesting and formalizing permission to use copyrighted works on wikipedia  note that in addition to copyright requirements the article must still comply with notability guidelines advertising prohibition and avoid conflicts of interest talk,0.0
547,016e609eb86f2bad,the section is useful info and should stay  you are clearly wrong,0.0
548,0170ba2ce06c875c,comment so now we are stuck with a week of 200 broken links since you acknowledge that the move was a mistake and not uncontroversial will you please revert it if anyone wants to dispute that the opera is the primary topic they can do so under a proper requested move discussion as they should have done in the first place if you are not willing or able to do this today ill ask a another administrator to do it,0.0
549,01713c59db763c79, it needs to be included in the context of 1993 as well  ill try and dig up some sources  user talk  review me ,0.0
550,01726bfc7b29b8c9, tim firstly i appreciate you taking the time to discuss this issue offline and for your willingness to debate it at length here despite the majority view here being in your favour yes i certainly agree with your friend that it is very important to describe the jurisidictions that a firm is present in there is clearly a massive diffence between say having offices in the french or japanese jurisdictions or between the chinese and us jurisdictions since the legal and regulatory systems are very different as well as the commercial characteristics of the markets   beyond that however it remains my firm view that there is a big difference between a law firm having an office in say paris or toulouse even though they are both in the same jurisdiction i appreciate that the situation in the us is slightly more complex since you have both federal and state jurisdictions even within each state there will be big differences between the legal markets in different cities though to give an example the san jose market will be not just a lot smaller overall than the los angeles market but it will also have a quite different profile  on the whole a lot more specialist niche and focused on high tech    to give another example in the uk a law firm could never be regarded as being truly top tier if it didnt have an office in london even if it had offices in every other big city in fact all of the very top tier uk firms dla piper is not yet regarded as one of them despite its size have just one uk office in london although they have other offices overseas    saying that dla has  has 69 offices across the united states egypt south africa kenya thailand china  would in my view still mean a loss of valuable information to the reader we could fall back on using descriptions like in major financial centres or in major commercial centres or in a combination of major financial centres and major commercial centres but then we are introducing what is in my view an unnecesssary element of vagueness imprecision and even original research   i do accept that dla with 69 offices is right on the borderline of having too many offices to make it practical to list all of them in the article however i do also feel that there is an important general point of principal that information about the office locations of a law firm is very valuable information to aid the reader of an article in understanding the subject of it and should be included as much as possible    ,0.0
551,017278b7bd40cc04,no problem with that at all  if you dont think that there is a problem with someone siting that i have a mistress then it just proves my point as to how far this site is to being an actual encyclopedia  its a forum not an encyclopedia  big difference  and thats not even what pisses me off the most about my page  thank god im single with no chick bitching me out or that would be another attorney fee id be handing out to sue whoever owns this site  im done bitching about the mistress thing  my whole page has errors from the very first line down to the very last line and that is no joke  first line and the last line are wrong,0.0
552,01728e7abf3ee345,sprecher brewery   i took the tour this christmas when visiting my sister we were charged an extra 1 for the glass their website may not be updated but that is the current pricing,0.0
553,017353e61ad1afa4,ipad talk page   why did you remove that ips edit to the talk page it wasnt spam,0.0
554,0173a4fe9957978a,  speedy deletion of andrew takao  a tag has been placed on andrew takao requesting that it be speedily deleted from wikipedia this has been done under section a7 of the criteria for speedy deletion because the article appears to be about a person or group of people but it does not indicate how or why the subject is notable that is why an article about that subject should be included in an encyclopedia under the criteria for speedy deletion articles that do not indicate the subjects importance or significance may be deleted at any time please see the guidelines for what is generally accepted as notable as well as our subjectspecific notability guideline for biographies   if you think that this notice was placed here in error you may contest the deletion by adding  to the top of the page just below the existing speedy deletion or db tag coupled with adding a note on the talk page explaining your position but be aware that once tagged for speedy deletion if the article meets the criterion it may be deleted without delay please do not remove the speedy deletion tag yourself but dont hesitate to add information to the article that would would render it more in conformance with wikipedias policies and guidelines     ,0.0
555,01749628cf9e9c18,   image    image deletion warning imagemetroid prime hunter title screen top displayjpg has been listed at wikipediaimages and media for deletion if you feel that this image should not be deleted please go there to voice your opinion  1631 august 31 2005 coordinated universal time,0.0
556,01754c25a20d4b7b,the real personal attacks are the repeated undoing of my edits by everyone else,0.0
557,01754d101f511048,  nope i didnt read the guide to appealing didnt have time the user in question is engaged in harassment ive been doing this long enough to know and i can prove it heshe immediately placed a threatening notice of blocking me permanently on my user page reverted the article while i was in the midst of editing it my second pass couldnt even preview changes then changed hisher mind as to my real wikisin since the onus for proving the doris day available as pd on archiveorg was on himher not me and the usual span for prebern had expired long ago  decided my real sin was original research oh noes and continued to revert based on that does or add clutter sure it can but if the user in question was really concerned about that about the quality of the article and about extraneous details why didnt heshe even notice two paragraphs already there comprising about 13 of the entire article dealt with norman schwarzkopf an unrelated book and an unrelated ice cream store name ill tell you why the user wasnt engaged in goodfaithgoodwill editing and the normal backandforth that leads to better articles heshe was involved in blocking input to the article why was it personal against me or was it to preserve the existing content of the article including the false claims and extraneous material not even concerned with ther subject at hand i can only speculate but id guess its some sort of power trip and wikibullying i dont really have time for this i have made a fair number of very good edits over the years and have usually refrained from saying anything that isnt directly related to content and improving articles i could pretend this user didnt do what heshe did but im wasting my own time here and i dont really have a stake in any such pretense i dont have any stake in improving this article either no dog in the race i just see how it can be improved and made more informative as a longterm wikipedia user and editor i dont see any problem in jumping in and fixing something i almost expect some sort of pushback now but not over completely minor edits which are very good and ontarget in very minor stublike articles the problem isnt me here its that if people such as the user in question can get away with this sort of behavior and they are getting away with it wikipedia becomes a much poorer place a playground filled with bullies rather than a library where we can all learn and share also i dont recal ever having called himher a bot i think you put those words in my mouth perhaps inadvertently hisher behavior is malicious but probably not malware just the normal human collection of problems i think this user should be warned against trying to be a gatekeeper heshe isnt quite qualified for that at this point anyway and its having a very chilling effect across wikipedia i wont egnage in a battle of the wikipedia rule acronyms i will continue to write in english and to read articles on wikipedia in english and to think of ways to improve them in english i am fully aware of how the terms vandlism are used and misused here and most of the rest of the wikijargon nothing new under the sun here if you read the edits i made carefully and note the times of the reverts and the history of actions by that other user you will see im not off the mark here at all i know whats going on i dont know why but i dont have to and i expect the motivations arent interesting respond if you have anything to say   ,0.0
558,0175c9fa203944e4,the communist states   all three call themselves as the socialist states communist is the word that westerner use so should that name be changed  ,0.0
559,0176a01933d9fe6a,boze hadleigh a journalist interviewer and writer primarily of gossip about homosexuals of hollywood,0.0
560,0176cc057449e5d1, imdb content is usersubmitted and often subject to incorrect speculation and rumor the use of the imdb on wikipedia for referencing is considered unacceptable and strongly discouragedwikipediawikiproject filmresources selfpublished mediaare largely not acceptable this includes any website whose content is largely usergenerated including the internet movie database imdbwpuserg as ive said this is a longstanding consensus if you disagree i encourage you to take it up at wikipediareliablesourcesnoticeboard    ,0.0
561,0179239478f72a9a,im new to this means of communicating  and i am not sure that i expressing this in the right form  however i am reviewing all of the recent 20002008 ma nominations expected to go on the web in the next couple of months in the process i have developed a database of corrected latlong decimal degrees based on google earth and photos and assessors maps in the nomination files i would like to share this if there is a way of doing it  alternatively to find a way to easily check and correct existing coordinates on the mass wiki lists would this be useful for anyone,0.0
562,017ad99300e1ac9f,y2kgtp actually reverted the vandalism i did not,0.0
563,017b9b51d4be9c18,yes i have read them both and i will now ask you to provide backup for your story not that it matters in the least the one religion is as bad as the other but you better have some proof for your claims chatnoir,0.0
564,017cc4c7aa653f76,i think the error is that it is grams not kilograms so 15 kg im editing the article today i learned we have a better result if im wrong please change it back  2310 31 dec 2004 coordinated universal time,0.0
565,017dac2063a30a1a,vince  for your information yellowfrogs is longdendale councillor sean parker perry a frequent purveyor of greenwash and four square behind the destruction of swallows wood via his support for the bypass he is vigourously reediting the wikpedia pages on the longdendale bypass his own and roy oldhams page in order to boost his fake green credentials and obfuscate the neutrality of these articles he gets nasty if he gets pissed off threatens spurious legal action but fortunately hes legally illiterate so dont be put off,0.0
566,017dbfb822d2e5fb,summary of situation  usershimshem has taken a dislike to this article and has tried numerous methods to either get it deleted or its name changed   1 completely invalid speedy deletion request  2 invalid drv request  3 nominated for deletion via afd despite the fact that it had passed an afd this year  in fact the afd was withdrawn at 60 for keep  the current afd here stands at 90 for keep but despite that shimshem has wikilawyered all the way through it  once it became clear that it was going to be kept they decided a name change would be better  4 changed the name of the band in the article and was told to take it to talk  after a brief nondiscussion on talk moved the article anyway and was reverted  i was originally unsure of the motives of this editor  why they were completely desperate to delete or move this article  until i noted they were interested in tamil subjects one of which is mia artist and guessed that they believed that the two could be confused  their subsequent creation of the article m i a as a redirect to mia artist proved this as far as i am concerned    as to whether the band is actually called mia or mia it differs  the band itself uses mia as the heading on their own website but then uses a combination of both elsewhere  since in the case of most sources this is only likely to be laziness much as rem are regularly referred to as rem and since the article has existed here for a while and that all the backlinks go to this version and most of all because we shouldnt let disruptive users get their way the article should stay here,0.0
567,017e027be3c62f00,  it is unnecessairy source because it does not matter how many soldiers were killed what matters is that the safavids were deposed besides that mentioning that information without making any remarks about the brutality of the afghan forces  for example the complete massacre of the safavid family including women and children as well as the massacres on the civilian population in isfahan bam and villages of khorasan  is considered point of view   besides that you have not shown any sources for your claim that 30000100000 soldiers were killed   and as for the edits it does not matter what you believe it only matters what the wikipedia rules are you posted a message without editting anything  thats the same as abusing the articles history as a messageboard use the real messageboard instead  ,0.0
568,017e23c5fd52d318,whoever wrote the plot i feel terrible for whoever had to watch the movie in detail and then write the plot line who ever took their time to write the plot section must be traumatized for life however its missing the part where milos son is laying on his belly unconscious on a bed milo anally rapes him while several masked men watch also theres some use of a knifesword in this scene this is truly one sick film no there is no artistic message this film is basicly a middle finger by the sickminded film makers the cast must have been tricked into participating in this disgusting film theres artistic gore such as the classic film begotten and then theres this    listen to me dont watch this film no matter how much you are tempted,0.0
569,017ea3f1259c91bb, as he has asked admins not to comment i will refrain from doing so i did however remove a personal attack against him if anyone wishes to discuss this action please email me  ,0.0
570,017f21825fb9b088, can we compromise here i dont think we have the budget for salmon but at least in the netherlands there is an inbetween fish more affordable that in dutch was called salmon trout so far so good s marshall fortunately no one has yet discovered that you used to run drugs for a cartel or that you danced in a nightclub a lahenry lafarge was it in a shot in the dark ssshh im not telling oh i should ask you at your rfa about the proper use of  citation templates later   ,0.0
571,017f6e44082a86af,sorry i am not sure how to take care of him  he has quite the history and actually has legal cases involving the dayton daily news  wikipedia is at risk if he edits any of those pages or any affiliated company  the actual sockpuppet is 65313393 which is a puppet of hdayejr,0.0
572,018097efce09c9c9,we can agree to disagree on the relative merits of the fish and the character but the red seabream is part of family sparidae anyway so thats usage outside north america right there,0.0
573,018112615c9cfc4e,large ships are typically launched into the water when the hulls are completed but that doesnt mean all of the construction work is finished usually there is still a significant amount of work to be done including finishing the interior of the ship building the superstructure and so on take a look at imagesms seydliz under constructionjpg for example you can see the ship is already in the water but a significant amount of work is being done to the superstructure you can also read ship naming and launching for more information about launching hope that helps,0.0
574,0181ae3b0ce76068,at which point i am predictably ignored and stonewalled which seems to be the wikipedia staffs official response to any direct questioning on the justin berry issue  one might think theyve hired scott mcclellan to handle their pr  clearly they are aware of the untenability of their position and theyre really hoping it will just go away  sorry guys it wont,0.0
575,0182543bde139103,you need to prove notability using reliable sources just because it has some festivities how large are they who organized them in part of a country doesnt make it notable also you need to change your username this one will probably be blocked soon for violating the username policy no names of web sitesbusinesses  talk to me,0.0
576,01826b925ec100f7,4meter4s sigh and my concerns  only because mister 4meter4 had reverted any of contributions of mine given to this article so far i did not have a single chance to develop it his article called falsetto is not about falsetto it may be about his arrogance who knows there are a huge contraries regarding only the definition of falsetto there are many signs of entirely different falsetto compare those info which mister 4meter4 such anxiously protects in england italy or spain 16th century were described entirely different types of falsettos on the top of it mister 4meter4 perhaps never heard pavarotti singing falsetto or the falsetto of ian gillan singing of king diamond is based on falsetto what about michael kiske is it not falsetto mariah carey or whitney houston do did not sing falsetto does any of these falsettos sound breathy not to me isnt out there published a note about those maybe only because 4meter4 does not look for it why it would not fit to his article he would have to admit that his only source vennard was probably having in the chair something else than falsetto or he was drunk 4meter4 quickly opened two or three books and things he had swallowed the world the whole physiology of his only falsetto is based on encyclopedia well perhaps it is enough for wikipedia or himself but not for me no there is much more out there only regarding physiology much much more and just because you allow idiots like 4meter4 to develop wikipedia the people the readers of wikipedia will read shit where are any proves of the research regarding female falsetto at 60ies mister know everything feel free to block me again i have no desire to write here any more,0.0
577,01832b87f25b30ab,youve also forgotten these premier leagues but still written in english,0.0
578,01841da25aaaa16c,  please do not replace wikipedia pages with blank content blank pages are harmful to wikipedia because they have a tendency to confuse readers if it is a duplicate article please redirect it to an appropriate existing page if the page has been vandalised please revert it to the last legitimate version if you feel that the content of a page is inappropriate please edit the page and replace it with appropriate content if you believe there is no hope for the page please see the deletion policy for how to proceed thanks for contributing to wikipedia   talk ,0.0
579,018663f910e0bfe6,what a motherfucking piece of crap those fuckheads for blocking us,1.0
580,01878a812ab78643, 2010 coordinated universal time thats because when i made those tables i classed everyone as independent unless i could confirm their party identification according to this the dlp intended to run in all 17 constituencies  according to this they had at least 5 candidates  ive only been able to identify two so far so we do need to identify more   0319 1 december,0.0
581,01885a6bbea2ce41,   removed point of view   i removed undo criticism of secretary boutwell and point of view wikipedia is not meant to bash persons reputations whether alive or dead the following has been removed from the article  boutwell did little to withdraw paper currency from circulation shaping his financial policy to forestall either inflation or deflation  intellectual critics saw in these actions a want of guiding principle and a lack of solid theoretical knowledge he believed in knowledge just so far as it was convenient for him to justify his own theory that knowledge was a deception henry adams wrote in a muchquoted analysis in 1870 he believed in common schools and not in political science in ledgers and cashbooks but not in adam smith or mill as one might believe in the multiplicationtable but not in laplace or newton by a natural logic he made of his disbelief in the higher branches of political science a basis for his political practice and thus grounding action on ignorance he carried out his principle to its remotest conclusionshenry adams the session north american review july 1870 p 36  but in a very corrupt time it spoke well of boutwell that nobody thought that he made money out of his cabinet post either for himself or his friends living within his salary he lodged in a boardinghouse throughout his tenure his only pleasures lay in writing lectures and playing billiards or poker   though never for money chicago times march 6 1875  he is an inaccessible man uninfluenced by fear favor affection or hope of reward and does not burst out into brillian exhibitions of love or hatred a new england politician wrote his brother henry f french to benjamin b french march 16 1869 benjamin b french papers library of congress  boutwells financial policy was less dogmatic than pragmaticliberal reformers had hoped that he would embrace civil service reform and rush the country towards the resumption of specie payments but while boutwell appointed subordinates on the basis of merit for the most part  he did little to rein in the spoils system outside of washington remaining on friendly terms with the party bosses  ,0.0
582,018942e044417b74,you sir are an imbecile and a pervert,1.0
583,0189d99e12105bd5,recaptcha   1 it isnt defamatory 2 it relates to a computer system not a living person  recaptcha forces users to solve the captcha to access whatever the service in question is forced labor is the definition slave labor i am going to revert your reversion please do not do it again or i will report you for vandalism also please dont send me threatening messages thanks in advance 9416820489,0.0
584,018aab4d87d613d3,   question on possible citation   im sorry if i missed your question  i dont pay much attention to that page in response to your question let me start by repeating my boilerplate formulation the job of wikipedia editors is to verifiably summarize reliable sources using the neutral point of view i havent yet worked in no original research wpnor says that we mustnt integrate otherwise reliable information to arrive at novel conclusions comparing two lists and drawing conclusions from their differences and similarities is most likely original research we can integrate information so long as we dont arrive at new theories another principle to remember is that vagueness improves accuracy the more precise we are the harder it is to be accurate   getting down to details the predators and editors website appears to be a reliable source so we can use it as a source the bauer site even if somewhat unreliable may be used in a limited fashion as a primary source about bauer im not familiar enough with this topic to make pronouncements on what would be correct however i would say that your proposed text appears reasonable the sources are sufficient and no original conclusions are made the website takedown issue is confusing to me but you should be able to summarize what you find in reliable sources   overall my opinion is that the less we say about the subject the better attack articles are not encouraged while we must show our subjects warts and all we shouldnt enlarge the warts nor ignore their better features balance is a part of npov    but you should be able to summarize what you find in reliable sources there no reliable sources only a he said she said blog flame war it is alleged the website takdown was instigated by bauer it isnt clear if she did and other factors between the forum and the ip are not known it was the root cause of this article and all the players here were involved via these blogs i dont see how that can be objective    bauer  im sorry i did not get back to you about the usenet stuff et al but ive been somewhat overloaded at work personally i think the article is better now than when i first saw it thanks to a lot of effort on the part of the primary editors of the article to bring the best sources and present them in a way that doesnt seem like a lynch mob yall are doing a good job and there should be enough editors on either side to ensure that something resembling nuetral gets posted  im glad to help and try and make the article neater and i dont mean to sound brusque in the summary field but there was a lot to cram in there thanks for the note i appreciate it     i would say karen saying ive called her names is an out and out fabrication ive never done any such thing   or whether its because hes been able to insult me and call me names on wikipedia repeatedly and without consequences  ive accused her and jule of carrying the water for tnh and absolutewrite and they have that isnt namecalling by a long stretch im really weary of these attacks over this this is mob rule while avi seems genuine shes hanging with a tough insulting tribe the threats against me are real and escalating by the hour blaming me wont make my points any less valid nobody likes to be piled on by a crowd its the internet equivalent of stoning   this is not a fabrication i get awfully tired of being called a troll or part of a mob or cult or group troll or a selfinterested partisan or a blog comment commando or other things i could point at if i wanted to depress myself you also made a theoretical comment about me being nosy fat and ugly putting the word if in front of it doesnt make it any less of an insult ive tried to be polite to you and will continue to do so but this is the response and please notice like abi avi is avraham the admin abi the ml commenter who believes in kindness i counseled against piling on   talk  contribs   those are not ad hominem names karen yet youve linked to a thread where you and teresa caled me a psycho you should hear what she said in private when i asked not to be spoken of negatively in threads on making light its obvious you two are protnh and absolutewrite thats selfinterest and backed up by the fact that you run to her for counseling well avi can make her own decisons about it then cant sh,0.0
585,018b301157554bba,infobox hurricane season   its pretty much complete i need to make some documentation and possibly tweak things that may pop up you might want to test it out so if there are questions or suggestions i can go ahead and address them,0.0
586,018b8e7a52c51a32,show me where on wikipedia it says the table width has to be 70 wide collectonian why cant you answer my question,0.0
587,018bd8c6795b6057,why was this article marked for fixing i was hoping that there would be some guidelines here on the talk page for further research and edits the article looks okay to a cursory reading by a nonwiki reader,0.0
588,018c9b77dbc6d357,  castrolite webluis continues to revert to his watereddown preferred image of castro he has not backed up his edits with any facts only whined about personal attacks some nonexistent and empty statements  0456 25 mar 2005 coordinated universal time,0.0
589,018d35eece5d16b3,antonov revert  if you didnt like the redlink removals why dont you just add them to the table i made also you reverted the edit where i only added the logo of antonov it said so in the edit summary,0.0
590,018e6f1e1b18723a,   another crap article  parrots what promotion websites of capoeira schools say about myths of origin and also that persecution thing by the late 1800s capoeira became a word for street brawling thus authorities did not prohibit or sanction practice of capoeira in banning capoeira they were banning outright street brawls its why mestre bimba presented his art as luta regional baiana no decent carioca would be eager to sympathise with capoeira and malandrismo i could attempt to alter the article but its become such a mess by now   ,1.0
591,0190bc357cb13e8b,i never edited the content of your comments please correct your false accusation,0.0
592,01913c56755bfcfc,redirect talkjos manuel rojas,0.0
593,0192fbf9557c4b30,i agree that it shouldnt but clearly it does the media make spouses household names theres nothing we can do to stop that but as jim rightly points out rein is more notable than some political spouses because of her prominence as a businesswoman and that potential conflict of interest which she is trying to avoid nick,0.0
594,01945ee070130008,  for security reasons edit war as i said in my edit summary the term for security reasons is ambiguous and not properly established in the source further it is unnecessary youd have to have a crystal ball to know why they did it and as i said earlier janes is not perfect  the reason that all the other mg manufacturers alter their parts so they dont interchange is because the us batfe makes them do it  suddenly glock is different  yeah i guess thats just like glock compensated pistols not acting like any other compensated pistol i wonder if they actually shoot bullets   ,0.0
595,01971a826d60568a,this represents your immaturity and consistence at disruptive behaviour   talk,0.0
596,0197e686be2c06a3,  macedonian  slavic  bulgarian possibly  notes  1 republic of macedonia      recognises the language as the as a dialect of the macedonian language    2  greece   example recognises speakers as slavophone greeks    3      bulgaria  believes that macedonian and dopiaslavicmacedonian to both be part of the bulgarian diasystem    4  european bureau for lesserused languages      recognised the language as macedonian in 2006    5 ethnologue     the most comprehensive guide to the worlds languages        there you go for more clarification altough we all know the stance of the various governments does anyone have current sources for this if so please add them i hope that this table is clearer but their still needs to be more ngos  albania  eu and so on please add constructive comments ,0.0
597,01980fa19467756a,if you feel that i am acting in manor inconsistent with my responsibilities you can post something at wikipediaadministrators noticeboardincidents  if you want to make changes to university of wisconsinmadison and you have reliable source references to support those changes then post the references with the changes  this tutorial may help with references if you have more questions just ask,0.0
598,01990500dd784ac2,part of editing for an encyclopedia is reducing extraordinary claims to ordinary fact i assume that this is meant in a derogatory fashion 19481339,0.0
599,019959905a59337c,cfd nomination of categorywikipedia administrators i have nominated  for deletion your opinions on the matter are welcome please participate in the discussion by adding your comments at the discussion page thank you   ,0.0
600,0199d6af27b715f3,im also a sock puppet of this accountsuprise sincerely             the man that will track you down from the internet and kill you,1.0
601,019ab7fbe83530b6,all the sources needed are provided all you need to do is read the articlebut i guess you cant read   once again you prove you are not even reading the article every edit is backed up with the source it came from i am not going to provide you with any details because you are merely a civillain editor and not a wikipedia staff member you have all the info you need within the pira text edits if a actual wikipedia staff member wants more specifics i will be happy to provide them  look you are obviously a antiira hack who is making things up to support your bias i am neither pro not anti ira i have no bias i merely report facts i will be checking this page daily and will continue to submit my pira entry because it is by far the most accurate and factually supported we can do this several times a day if you wish or you can accept the fact that mine is the superior version and just deal with it its up to you but i will reedit on a regular basis or we can agree to incorporate your fatcxs and mine into one article   but the three areas the number of loyalists killed from 1974 to 1998  the number of ira victims as broken down by both janes intelligence online and the cfr  and the irarussianmafia connection which has been documented in multiple books and newspaper sources  these three things are verifiable and will remain,0.0
602,019ab9a91e7fcdbe,are you fucker mother fucker have nothing to do but block university computers go and suck cocks,1.0
603,019bf50235ccbe37,its from one of the many books on various bands i thought it was from cult rockers but i just checked and supertramp isnt in there  i will seek out a source for this quote ,0.0
604,019c4ce48e6bfbab,hello   you disgrace to humanity stop wasting valuable internet resources your killing the fucking planet and throw out your pc postscript its like 3am what the fark kinda life do you have on wikipedia 247 a very sad and lonely one laughing out loud lifes too short find something better to do,1.0
605,019c9815c304f9e9,ive explained my reasoning for this block at usertalkgwengaleuserprofessionalassassin,0.0
606,019f630daafb2c20,when an article is created about that album then a disambiguation page will be created,0.0
607,019ffe9293bf9c8b, that would be pretty odd for those declassified documents to mention a movie that was created after the events for which both the movie and the documents do related about the declassified documents were not synthesized for the movie unless you want to prove a conspiracy on the synthesis very odd it is perfectly valid to use the documents to relate to the same historical events to further verify the what happened but the use of primary source in such a was is not ideal for wikipedia since it is not ideal that is why i left it here on the talk page if someone wants to research it more to find ideal references   ,0.0
608,01a004866d1dd4e0,your retarded bot   your bot is entirely automated that is wrong  you should not leave an unattented script just running through the site like that it is idiotic of you to suppose that your scripting abilities are so perfect that they will only ever make proper edits  banning me doesnt help anything dipshit since i have as many ips as i want,1.0
609,01a01dec8b7e1553,two reversions on hezbollah   could you explain on the talk page why you have reverted my edit twice,0.0
610,01a04eaa73dc98ab,dislike racism and i can see that you has problems with people who speaks spanish you are an antisemite too,1.0
611,01a1126be42769bf, the name yuen lou looks to be just a variation of yuen lo the name jackie used under his sifu at the opera school  ,0.0
612,01a232ba3a10697a,2010 user talkwikireader41archive4archive 5mar 15,0.0
613,01a2ff35fecb4f50,i realize now that the article doesnt quite say what i thought it said if anyone can find a citation stating that there exists a proper subfield of  isomorphic to itself i would be very interested in seeing it and we could reinclude the clause with the citation,0.0
614,01a36d4b6c19bb36,  i didnt cherrypick anything these are the official and only facts while essentially every cnn program was down doubledigits 9pmet which is home to piers morgan tonight and 7pmet which is home to erin burnett outfront each had their worst performance in the demo in 20 years     ,0.0
615,01a372059dd38926,directindirect relation   is it correct to say that technically if a 45 degree shot by elevation reaches the longest distance then a 30 degree 4515 will reach the same distance as a 60 degree 4515 shot if so could the lowerthan45 shot be considered direct fire and the higherthan45 shot considered indirect fire if so i think this is a great explanation or one way of viewing things,0.0
616,01a3724d5bf623ed,title section revert   hi i was at the office earlier and i hadnt noticed your warning before restoring the title of the section im sorry for that of course i wont do such a revert again  just to clarify ive opened a new section to indeed alert some contributors that they were behaving in a way in line with the examples of ownership behaviour as described here in return the title of the section has been twisted to something unrelated and one of my message has been erased it is the first time i see people editing others signed contributions in a talk page this just looks crazy to me,0.0
617,01a389790c193e9c,noel you are an expert  please convince whig history fans or the lazy minds about how bonnie prince charlie did not want to dissolve the union that the united kingdom began with the stuarts as opposed to the hanoverians  tell them how the whigs rewrote history to blame everything on the stuarts whom are credited as ultimate failures with no positive contributions to the foundations of great britain in their stewart and tudor blood  the sovereigns will is the realm or else it is not a kingdom  the british might as well be living in a republic at least if the parliamentarians had their way  even the hanoverian heirs recognise that the stuarts founded the uk  please debate that here  thanks,0.0
618,01a76688b101c956,warning earth id like to leave you access to your talk page so that in perhaps six months you can convince us that we should try again  if youre so inclined but youre making it hard if you continue these abusive comments i will revoke your talk page access,0.0
619,01a78da0b2982c22,   should be jaeger   regardless of what other people have decided erens name should be jaeger its like calling light from death note raito  at least in the anime the people dubbing take care to correctly pronounce the foreing names that is all of them except mikasa  jaeger means hunter a german word guess what eren does in the series   ,0.0
620,01a7da22fc4bb7df,  thank you for experimenting with  wikipedia your test worked and it has been reverted or removed please use the sandbox for any other tests you may want to do take a look at the welcome page to learn more about contributing to our encyclopedia a link to the edit i have reverted can be found here link if you believe this edit should not have been reverted please contact me  talk ,0.0
621,01a8110cb4e5ac79,please discuss how factual accurate biographical information about courtney ford is vandalism  i look forward to hearing your evidence  ,0.0
622,01a83488e8bd7641,  i think the entire article should be tagged as politicized and the part about future trends as speculative  my point was that scientists are learners and we are increasingly using them as know it all teachers  yes they probably can make educated guesses better than anyone else but its still an educated guess  also if you didnt notice i am totally against spewing unnecessary carbon as this statement i think this article superbly misses the point that pollution and waste of all types are stupid ways to go about doing things where better ways are known and we are making guinea pigs of all our planets species points out  ,0.0
623,01a9a03fc4001131,used car expert pageimage thank you for your note about the image of used car expert magazine  i have had the copyright owner who gave me permission for the picture email as above213123123110,0.0
624,01a9b73a03ae3769,however it is still in error to assert he doesnt work the equations himself or that he is handicapped,0.0
625,01aa5fd53dabcfe8,   first weve widely established the use of exile quotations presented as such is legitimate  second im not mark ames  this has been autheticated by numerous admins and users at wikipedia who have personally met me  third you cite the paragraph on spy magazine as your primary example of point of view and creative facts  what precisely is the creative fact in that paragraph  that the exile admired spy magazine  that spy magazine employed a team of lawyers to defend against spurious lawsuits  that spy magazine went bankrupt  all claims in that paragraph are verifiably true   ,0.0
626,01aa71071329d172,pretty humorous comment from someone who promotes the farleftist blog daily kos on his user page,0.0
627,01ad9cd4eb4a53c3,seems we both have some,0.0
628,01ae187ccb39b910,dont be evasive  i shall have to repeat myself  how many people argued for its deletion  dont lock pages when you dont get your own way  ,0.0
629,01ae22088f9485c1,edit request on 29 october 2013   the arctic monkeys played walk on the wild side in honour of lou reed at echo arena liverpool a day after the musicians death ,0.0
630,01ae8496770c49db,welcome  hello  and welcome to wikipedia thank you for your contributions i hope you like the place and decide to stay here are some pages that you might find helpful the five pillars of wikipedia how to edit a page help pages tutorial how to write a great article manual of style i hope you enjoy editing here and being a wikipedian please sign your name on talk pages using four tildes  this will automatically produce your name and the date if you need help check out wikipediaquestions ask me on my talk page or ask your question and then place helpme before the question on your talk page again welcome  talk,0.0
631,01af65baf22ffbc5,  gurch isan interesting fellow  just dont take his comments to heart but take his advice on board 1 talk ,0.0
632,01b1926bc5c1cc78,it wasnt vandalism dickhead,1.0
633,01b19d8c34159056,you need to understand that he is not here do help wikipedia he is here with a political mission attack brazilian press no im not crazy but i see this crazy people all day here in brazil ,0.0
634,01b6a795ccd5daa3,season 5 issues not sure why you removed my edits on the season 5 futurama issue but i think it has merit the total lack of season 5 info is confusing and not sure why the season 5 info is replaced by the movie information you could have informed me at least on why you removed my discussion comment,0.0
